,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,TOTAL,PARKCODE
13501,2012,"136,576","147,255","271,561","310,610","331,414","367,788","397,610","368,761","321,592","295,296","171,230","154,494","3,274,187",COLO
13502,2011,"130,202","142,995","284,611","343,003","334,548","368,181","397,020","368,667","321,382","321,382","230,069","172,517","3,414,577",COLO
13503,2010,"129,977","139,193","285,798","329,690","332,229","366,987","394,591","365,519","437,822","317,076","195,151","165,932","3,459,965",COLO
13504,2009,"130,850","132,732","286,425","337,169","329,611","367,702","390,503","366,946","310,804","318,155","187,111","166,743","3,324,751",COLO
13505,2008,"130,641","132,794","285,975","339,148","329,954","369,313","391,445","367,260","311,988","319,414","187,594","166,513","3,332,039",COLO
13506,2007,"131,405","132,724","290,062","342,620","330,594","370,340","391,303","367,519","312,001","320,829","187,923","166,590","3,343,910",COLO
13507,2006,"130,896","133,094","286,690","341,772","332,997","370,495","390,602","367,996","311,369","320,255","189,992","167,860","3,344,018",COLO
13508,2005,"130,870","132,609","288,023","339,828","332,637","369,365","391,025","367,866","311,141","319,635","188,094","167,602","3,338,695",COLO
13509,2004,"131,169","131,219","285,035","336,504","329,210","368,842","390,873","367,603","311,459","321,034","187,262","167,363","3,327,573",COLO
13510,2003,"130,847","132,319","285,558","343,749","337,528","371,197","393,269","354,285","312,464","315,801","185,288","166,834","3,329,139",COLO
13511,2002,"127,817","133,355","289,423","349,078","308,134","368,399","391,681","368,641","312,913","318,566","188,151","168,030","3,324,188",COLO
13512,2001,"122,876","141,631","281,510","312,068","310,977","367,833","395,717","368,444","309,967","315,177","188,405","167,856","3,282,461",COLO
13513,2000,"122,669","141,333","279,648","330,176","311,534","296,989","334,606","342,876","311,197","318,335","196,000","168,237","3,153,600",COLO
13514,1999,"110,998","144,861","273,638","320,510","334,566","331,509","345,320","349,679","262,562","304,310","186,150","172,159","3,136,262",COLO
13515,1998,"132,351","122,351","270,714","321,100","340,038","334,596","336,120","358,530","274,633","288,213","190,498","153,413","3,122,557",COLO
13516,1997,"142,748","135,576","292,671","306,946","336,262","326,924","340,021","363,614","318,012","290,636","192,642","172,128","3,218,180",COLO
13517,1996,"96,430","115,278","261,482","315,581","322,462","323,183","341,418","351,636","321,161","328,500","192,307","175,601","3,145,039",COLO
13518,1995,"146,996","91,291","295,473","336,861","333,482","343,599","373,931","355,155","320,655","331,309","200,875","173,697","3,303,324",COLO
13519,1994,"146,417","141,921","275,996","344,548","335,337","316,274","345,700","383,758","311,698","315,600","208,897","170,096","3,296,242",COLO
13520,1993,"86,590","65,937","104,769","223,717","269,430","285,204","318,620","346,036","184,959","223,365","144,698","92,076","2,345,401",COLO
13521,1992,"70,335","63,476","109,467","220,636","229,269","244,779","281,612","257,297","230,257","247,856","136,872","96,265","2,188,121",COLO
13522,1991,"44,227","68,403","103,754","193,452","215,217","268,420","289,297","288,313","220,522","245,676","147,937","112,685","2,197,903",COLO
13523,1990,"45,151","71,231","140,486","230,408","240,158","272,098","318,391","283,523","206,732","233,641","165,330","101,249","2,308,398",COLO
13524,1989,"44,742","39,621","160,994","214,886","260,281","257,349","306,813","242,609","208,674","256,328","158,450","72,434","2,223,181",COLO
13525,1988,"55,477","69,189","150,304","255,320","273,553","274,603","324,194","261,716","230,588","279,413","175,915","122,378","2,472,650",COLO
13526,1987,"41,064","62,085","138,445","247,180","256,712","269,306","376,271","276,723","227,365","273,572","158,755","104,209","2,431,687",COLO
13527,1986,"60,248","58,874","125,709","191,571","193,380","280,637","295,996","266,160","154,052","144,689","154,207","64,707","1,990,230",COLO
13528,1985,"36,291","76,579","102,797","192,569","201,513","287,851","330,950","315,302","212,853","177,776","108,541","95,166","2,138,188",COLO
13529,1984,"34,052","91,199","114,702","225,626","315,201","349,208","316,735","330,497","236,046","240,404","137,994","113,113","2,504,777",COLO
13530,1983,"42,808","50,450","93,268","153,971","160,343","272,872","336,868","333,351","212,500","203,434","140,026","69,037","2,068,928",COLO
13531,1982,"367,772","495,791","535,035","1,127,879","638,555","928,673","929,502","793,884","849,707","712,856","575,387","563,842","8,518,883",COLO
13532,1981,"544,236","465,790","580,334","893,194","772,021","777,717","932,634","990,508","660,321","790,515","517,469","634,064","8,558,803",COLO
13533,1980,"309,442","275,171","417,519","597,054","573,542","604,096","756,755","614,848","503,994","593,777","562,909","529,805","6,338,912",COLO
13534,1979,"418,881","455,418","571,491","715,851","667,243","680,660","738,479","720,446","576,580","600,993","496,529","529,556","7,172,127",COLO
13535,2023,"45,063","54,557","73,075","73,880","77,916","82,822","93,298","80,825","79,327","72,931","74,991","63,205","871,890",FRSP
13536,2022,"56,470","48,521","66,770","61,650","55,115","68,261","74,875","64,709","62,085","80,550","69,806","47,484","756,296",FRSP
13537,2021,"58,942","37,389","50,070","60,164","64,709","55,364","76,270","62,081","47,701","79,299","83,097","61,330","736,416",FRSP
13538,2020,"64,090","63,052","66,975","75,737","71,609","67,115","83,421","76,918","70,505","80,171","64,966","54,276","838,835",FRSP
13539,2019,"62,109","58,749","69,981","80,641","91,204","79,236","89,137","82,618","74,598","77,453","74,362","66,712","906,800",FRSP
13540,2018,"55,865","57,718","72,405","95,890","88,504","91,562","86,402","85,003","78,322","81,145","71,989","61,659","926,464",FRSP
13541,2017,"49,997","45,860","69,260","88,874","86,880","101,198","95,592","80,738","87,805","82,400","70,996","59,711","919,311",FRSP
13542,2016,"43,348","59,084","84,738","119,873","93,071","88,270","87,657","83,865","85,826","86,013","71,846","66,304","969,895",FRSP
13543,2015,"53,786","52,657","68,081","84,631","91,766","82,998","90,435","88,638","78,912","82,275","62,040","55,698","891,917",FRSP
13544,2014,"42,827","49,628","59,315","94,104","111,786","81,155","94,685","84,218","72,694","63,167","63,090","56,659","873,328",FRSP
13545,2013,"59,447","53,347","68,263","87,726","110,583","82,865","90,822","81,155","80,591","52,217","62,666","50,569","880,251",FRSP
13546,2012,"64,451","63,886","95,263","90,109","93,982","89,582","89,782","86,964","86,369","79,244","69,349","73,343","982,324",FRSP
13547,2011,"46,983","55,872","70,030","88,487","88,857","87,556","98,130","87,291","83,569","76,586","64,664","60,811","908,836",FRSP
13548,2010,"47,652","39,058","65,737","87,604","91,020","88,084","102,447","91,429","86,795","79,704","71,382","49,024","899,936",FRSP
13549,2009,"55,935","57,231","68,412","84,060","90,332","93,753","100,514","82,827","81,391","77,554","65,681","48,485","906,175",FRSP
13550,2008,"28,193","30,662","40,917","45,624","51,210","49,187","45,555","44,012","39,069","40,518","30,637","28,257","473,841",FRSP
13551,2007,"24,787","25,253","38,581","45,241","49,544","50,259","47,690","43,052","40,909","41,318","33,340","29,946","469,920",FRSP
13552,2006,"28,534","39,284","44,706","45,505","52,862","50,975","49,359","42,823","43,283","39,434","33,597","28,962","499,324",FRSP
13553,2005,"23,044","42,912","76,444","48,659","50,681","49,683","54,395","42,389","43,329","41,634","33,788","27,678","534,636",FRSP
13554,2004,"22,233","26,467","32,834","40,887","47,250","45,845","48,483","40,353","37,845","41,281","31,291","28,261","443,030",FRSP
13555,2003,"26,330","21,501","37,297","43,520","47,111","40,218","56,465","41,816","41,500","34,887","29,527","23,462","443,634",FRSP
13556,2002,"23,983","25,607","35,011","40,810","46,940","48,440","50,198","47,519","36,123","41,912","39,182","29,165","464,890",FRSP
13557,2001,"21,875","25,749","35,643","42,927","46,688","48,189","56,504","47,752","38,754","40,995","32,549","27,698","465,323",FRSP
13558,2000,"28,794","28,451","36,610","45,995","67,243","52,846","50,528","45,325","36,491","41,091","31,037","25,422","489,833",FRSP
13559,1999,"30,419","30,395","33,491","41,568","51,808","51,010","42,811","46,446","53,999","43,154","29,895","25,824","480,820",FRSP
13560,1998,"24,067","23,619","31,982","44,600","49,281","55,471","51,213","48,104","32,499","37,655","27,068","24,239","449,798",FRSP
13561,1997,"21,665","22,670","36,445","46,684","53,423","48,740","60,209","54,236","36,427","29,965","28,779","25,530","464,773",FRSP
13562,1996,"15,355","18,227","32,567","44,546","49,268","61,988","61,297","57,103","39,327","41,668","33,027","23,618","477,991",FRSP
13563,1995,"21,960","25,881","35,794","48,555","48,633","47,768","56,444","54,750","38,525","42,543","26,025","18,204","465,082",FRSP
13564,1994,"17,424","17,487","31,509","42,043","53,150","52,380","63,972","61,309","55,693","45,276","30,075","23,325","493,643",FRSP
13565,1993,"23,314","21,732","25,483","40,056","48,900","49,069","57,851","58,329","39,004","44,804","36,371","27,326","472,239",FRSP
13566,1992,"22,860","23,725","32,501","45,354","48,834","53,826","57,318","56,065","40,854","41,476","28,244","21,566","472,623",FRSP
13567,1991,"20,165","25,616","34,564","42,157","44,306","49,811","57,134","58,484","38,891","45,768","31,279","23,136","471,311",FRSP
13568,1990,"23,656","24,134","30,918","45,565","43,581","46,610","50,150","47,931","36,451","43,106","31,482","25,420","449,004",FRSP
13569,1989,"22,061","23,671","29,099","43,957","49,534","44,511","55,905","53,746","39,603","39,931","29,480","17,487","448,985",FRSP
13570,1988,"19,031","21,661","27,910","41,678","45,006","33,268","47,412","44,235","34,955","39,148","26,653","23,465","404,422",FRSP
13571,1987,"16,226","17,087","24,234","36,638","43,220","39,068","37,253","50,367","31,764","38,837","23,734","23,076","381,504",FRSP
13572,1986,"9,168","10,026","19,141","22,749","31,568","19,547","34,195","35,241","21,263","21,566","16,389","12,090","252,943",FRSP
13573,1985,"6,153","12,550","16,238","25,555","25,822","26,373","35,014","26,854","19,746","21,808","14,347","10,472","240,932",FRSP
13574,1984,"8,751","13,061","15,533","24,168","25,572","24,814","30,311","26,645","18,205","21,587","12,823","11,156","232,626",FRSP
13575,1983,"9,410","8,853","15,471","24,232","26,056","30,095","35,060","30,661","20,419","21,287","12,935","9,849","244,328",FRSP
13576,1982,"34,281","51,342","60,300","85,362","91,415","107,909","117,166","110,595","82,780","74,737","74,703","70,865","961,455",FRSP
13577,1981,"57,227","60,611","62,815","94,780","87,631","85,118","116,847","113,816","90,179","82,948","83,758","64,726","1,000,456",FRSP
13578,1980,"55,331","54,366","115,760","94,728","90,874","105,060","113,200","116,449","78,385","70,942","37,346","62,993","995,434",FRSP
13579,1979,"75,395","57,403","116,833","107,591","108,100","111,662","102,908","98,250","67,293","65,216","54,931","45,135","1,010,717",FRSP
13580,2023,"1,915","2,035","5,583","8,225","7,270","12,474","4,279","3,012","1,125","1,509","6,675","1,731","55,833",GEWA
13581,2022,"1,142",928,"6,496","10,392","6,636","11,728","18,389","13,132","5,120","10,367","10,454","1,450","96,234",GEWA
13582,2021,"1,679","1,206","2,828","13,226","13,244","17,668","12,117","13,888","11,036","7,662","6,780","1,448","102,782",GEWA
13583,2020,"1,065","2,560","6,212",612,0,0,18,"7,532","5,075","11,252","6,212","1,432","41,970",GEWA
13584,2019,88,"1,184","6,282","17,780","16,107","17,804","21,872","15,284","10,269","25,508","5,268","2,220","139,666",GEWA
13585,2018,"1,009","1,478","8,656","13,671","12,940","18,186","21,966","11,392","8,158","5,898","6,216","1,488","111,058",GEWA
13586,2017,608,"2,445","7,976","11,305","14,452","19,236","24,416","15,211","10,661","6,626","6,846","2,675","122,457",GEWA
13587,2016,"3,472","2,705","9,303","11,148","15,152","19,166","24,048","15,858","11,470","7,368","6,500","3,560","129,750",GEWA
13588,2015,"3,458","2,138","9,268","11,014","15,354","19,460","25,476","15,970","11,308","7,385","6,696","3,425","130,952",GEWA
13589,2014,"3,952","2,805","8,918","10,969","15,354","20,192","24,874","16,184","12,002","6,738","6,626","3,370","131,984",GEWA
13590,2013,"3,988","3,040","8,656","10,934","15,057","20,702","24,003","16,320","14,018","4,550","6,940","3,475","131,683",GEWA
13591,2012,"4,202","4,110","8,830","12,299","14,192","18,480","21,284","15,113","13,038","11,666","7,528","4,082","134,824",GEWA
13592,2011,"2,803","4,075","7,948","12,250","16,217","18,402","19,653","14,668","12,290","12,005","6,563","3,773","130,647",GEWA
13593,2010,"3,620","2,468","8,564","11,896","16,200","17,233","18,585","15,523","12,975","11,046","6,650","3,398","128,158",GEWA
13594,2009,"3,466","3,367","6,116","8,266","14,023","16,842","18,223","13,384","10,773","9,671","5,834","3,118","113,083",GEWA
13595,2008,"2,313","2,873","6,675","6,823","15,208","14,858","13,722","11,743","9,520","8,476","4,876","2,888","99,975",GEWA
13596,2007,"3,285","2,455","6,265","8,838","12,785","14,237","14,845","10,980","13,139","7,760","4,815","2,440","101,844",GEWA
13597,2006,"5,523","7,093","14,666","16,410","21,858","18,604","14,680","11,172","8,558","8,292","5,191","3,823","135,870",GEWA
13598,2005,"1,028","1,638","5,778","6,793","10,185","9,076","8,549","2,110","5,177","4,554","2,731","1,470","59,089",GEWA
13599,2004,"1,010","4,279","2,208","7,319","12,378","9,804","8,936","8,914","8,103","6,765","3,164","1,645","74,525",GEWA
13600,2003,"1,350","2,141","6,397","7,515","19,805","11,202","11,684","8,148","1,153","3,924","5,084","1,138","79,541",GEWA
13601,2002,"4,450","6,142","13,225","28,013","21,177","14,294","16,276","9,167","1,975","10,033","12,011","1,321","138,084",GEWA
13602,2001,"4,198","6,919","11,941","25,083","18,841","16,722","21,901","11,522","3,413","13,811","3,520","4,036","141,907",GEWA
13603,2000,"4,468","7,392","11,683","7,956","30,846","9,999","17,223","3,014","18,740","2,959","12,722","14,451","141,453",GEWA
13604,1999,"2,339","2,790","5,818","8,976","12,924","19,296","15,158","17,584","18,147","12,308","6,686","5,423","127,449",GEWA
13605,1998,"1,353","2,785","9,109","4,871","13,518","20,233","14,606","7,396","9,875","9,890","5,470","3,156","102,262",GEWA
13606,1997,"1,280","3,550","5,065","8,712","15,190","14,647","12,977","11,944","9,244","12,434","1,386","1,359","97,788",GEWA
13607,1996,918,"2,935","5,701","7,767","9,762","10,581","12,332","8,329","7,275","7,595","4,141","1,925","79,261",GEWA
13608,1995,"4,818","1,355","6,716","9,941","16,132","19,078","27,298","30,709","12,307","9,787","12,717","4,423","155,281",GEWA
13609,1994,"1,748","3,670","3,220","23,274","26,730","12,207","11,561","14,889","14,507","9,486","3,947","2,583","127,822",GEWA
13610,1993,"4,782","4,792","9,208","15,032","22,002","24,520","17,457","21,703","16,166","10,758","5,464","3,645","155,529",GEWA
13611,1992,"4,313","6,880","9,932","14,352","20,894","20,148","18,909","21,410","14,403","13,851","8,607","4,261","157,960",GEWA
13612,1991,"3,625","7,042","8,514","13,377","21,108","14,726","21,490","21,126","17,055","10,210","9,195","4,833","152,301",GEWA
13613,1990,"3,755","5,413","9,138","14,272","23,529","18,483","21,897","18,693","12,664","13,130","9,609","3,500","154,083",GEWA
13614,1989,"4,620","4,905","8,759","15,289","24,744","16,796","21,577","19,055","11,808","13,420","5,599","3,809","150,381",GEWA
13615,1988,"3,443","5,469","10,011","16,200","21,493","18,803","22,173","17,055","14,942","10,281","8,123","4,105","152,098",GEWA
13616,1987,"3,972","5,861","10,872","22,102","28,453","16,187","18,458","23,044","16,377","15,135","9,186","5,773","175,420",GEWA
13617,1986,"4,060","4,693","10,842","13,690","22,532","19,426","22,059","21,050","14,138","14,349","11,507","5,012","163,358",GEWA
13618,1985,"3,566","5,240","8,711","14,390","19,337","18,082","22,595","18,258","14,800","13,041","8,076","4,419","150,515",GEWA
13619,1984,"7,875","5,430","7,047","13,360","19,322","17,264","21,021","19,182","14,218","14,326","8,313","4,375","151,733",GEWA
13620,1983,"5,095","5,528","7,355","11,528","18,494","16,981","19,440","16,573","12,890","12,176","7,274","3,374","136,708",GEWA
13621,1982,"2,265","5,468","5,988","13,184","16,132","15,418","18,313","17,099","12,666","11,877","8,308","4,283","131,001",GEWA
